Date,AAPL,ABBV,AMZN,AVGO,BAC,BRK-B,COST,CVX,DIS,FB,GOOG,GOOGL,HD,JNJ,JPM,KO,MA,MSFT,NVDA,PFE,PG,TSLA,UNH,V,XOM
2016-07-20,24.989999771118164,63.40999984741211,745.719970703125,162.6699981689453,14.399999618530273,146.1699981689453,168.0399932861328,105.58999633789062,98.22000122070312,121.91999816894531,741.1900024414062,757.0800170898438,137.41000366210938,125.13999938964844,63.93000030517578,45.5099983215332,93.30000305175781,55.90999984741211,13.555000305175781,34.800758361816406,85.31999969482422,45.672000885009766,143.02000427246094,79.36000061035156,93.93000030517578
2016-07-21,24.857500076293945,63.88999938964844,744.4299926757812,160.41000366210938,14.270000457763672,144.35000610351562,167.0500030517578,105.38999938964844,98.01000213623047,120.61000061035156,738.6300048828125,754.4099731445312,136.07000732421875,125.1500015258789,63.689998626708984,45.45000076293945,92.45999908447266,55.79999923706055,13.305000305175781,34.8292236328125,85.26000213623047,44.099998474121094,142.8699951171875,78.79000091552734,93.8499984741211
2016-07-22,24.665000915527344,63.810001373291016,744.8599853515625,159.6699981689453,14.380000114440918,144.60000610351562,167.47000122070312,105.66000366210938,97.70999908447266,121.0,742.739990234375,759.280029296875,136.52000427246094,125.02999877929688,64.04000091552734,45.83000183105469,93.66000366210938,56.56999969482422,13.667499542236328,34.85768508911133,85.72000122070312,44.45399856567383,143.69000244140625,79.91000366210938,94.01000213623047
2016-07-25,24.334999084472656,64.31999969482422,739.6099853515625,159.77999877929688,14.369999885559082,144.13999938964844,167.97000122070312,103.06999969482422,97.38999938964844,121.62999725341797,739.77001953125,757.52001953125,136.5,124.88999938964844,63.869998931884766,45.56999969482422,93.0,56.72999954223633,13.920000076293945,34.89563751220703,85.80000305175781,46.00199890136719,141.72999572753906,78.94000244140625,92.19999694824219
2016-07-26,24.167499542236328,64.44999694824219,735.5900268554688,163.44000244140625,14.529999732971191,144.33999633789062,167.57000732421875,102.68000030517578,96.69000244140625,121.22000122070312,738.4199829101562,757.6500244140625,136.75,125.1500015258789,64.12999725341797,44.880001068115234,93.43000030517578,56.7599983215332,14.157500267028809,34.94307327270508,85.2699966430664,45.902000427246094,141.6999969482422,78.48999786376953,91.52999877929688
2016-07-27,25.737499237060547,64.9000015258789,736.6699829101562,165.66000366210938,14.630000114440918,144.19000244140625,166.14999389648438,102.26000213623047,96.33000183105469,123.33999633789062,741.77001953125,761.969970703125,136.30999755859375,124.7699966430664,64.33000183105469,43.400001525878906,93.75,56.189998626708984,14.015000343322754,34.9620475769043,84.45999908447266,45.698001861572266,141.67999267578125,78.52999877929688,90.91000366210938
2016-07-28,26.084999084472656,64.72000122070312,752.6099853515625,164.22999572753906,14.680000305175781,144.4199981689453,166.35000610351562,101.79000091552734,95.91000366210938,125.0,745.9099731445312,765.8400268554688,137.9600067138672,124.45999908447266,64.0999984741211,43.650001525878906,96.01000213623047,56.209999084472656,14.045000076293945,34.7912712097168,84.80999755859375,46.12200164794922,142.75999450683594,79.19000244140625,90.19999694824219
2016-07-29,26.052499771118164,66.2300033569336,758.8099975585938,161.97999572753906,14.489999771118164,144.27000427246094,167.22000122070312,102.4800033569336,95.94999694824219,123.94000244140625,768.7899780273438,791.3400268554688,138.24000549316406,125.2300033569336,63.970001220703125,43.630001068115234,95.23999786376953,56.68000030517578,14.274999618530273,35.0,85.58999633789062,46.95800018310547,143.1999969482422,78.05000305175781,88.94999694824219
2016-08-01,26.512500762939453,66.94000244140625,767.739990234375,163.50999450683594,14.329999923706055,143.92999267578125,167.55999755859375,99.11000061035156,95.54000091552734,124.30999755859375,772.8800048828125,800.9400024414062,138.77000427246094,125.4000015258789,63.79999923706055,43.45000076293945,95.06999969482422,56.58000183105469,14.182499885559082,35.39848327636719,86.41000366210938,46.00199890136719,143.50999450683594,78.26000213623047,85.86000061035156
2016-08-02,26.1200008392334,66.77999877929688,760.5800170898438,162.88999938964844,14.130000114440918,143.30999755859375,166.5,99.58999633789062,95.01000213623047,123.08999633789062,771.0700073242188,800.1199951171875,137.22000122070312,124.8499984741211,63.650001525878906,43.529998779296875,95.25,56.58000183105469,14.010000228881836,34.52561569213867,86.76000213623047,45.439998626708984,143.1699981689453,78.27999877929688,87.04000091552734
